ProbeID,Accession,Region,Other1,UniGeneID,GeneDescription,SYMBOL,GENENAME
Hsa.31933,R67343,3' UTR,2a,140965,IMMEDIATE-EARLY REGULATORY PROTEIN IE-N (Autographa californica nuclear polyhedrosis virus),NA,NA
Hsa.61,D00763,gene,1,NA,PROTEASOME COMPONENT C9 (HUMAN);.,PSMA4,proteasome 20S subunit alpha 4
Hsa.2856,X66839,gene,1,NA,H.sapiens MaTu MN mRNA for p54/58N protein.,CA9,carbonic anhydrase 9
Hsa.1521,M24283,gene,1,NA,INTERCELLULAR ADHESION MOLECULE-1 PRECURSOR (HUMAN);contains Alu repetitive element;contains element PTR5 repetitive element ;.,ICAM1,intercellular adhesion molecule 1
Hsa.5120,T78096,3' UTR,2a,114481,"DYNACTIN, 150 KD ISOFORM (Rattus norvegicus)                                                                                                                                                                                                ",NA,NA
Hsa.1806,M69135,gene,1,NA,"Human monoamine oxidase B (MAOB) gene, exon 15.                                                                                                                                                                                                      ",NA,NA
Hsa.893,L01664,gene,1,NA,"Human eosinophil Charcot-Leyden crystal (CLC) protein (lysophospholipase) mRNA, complete cds.                                                                                                                                                         ",CLC,Charcot-Leyden crystal galectin
Hsa.3305,X12369,gene,1,NA,"TROPOMYOSIN ALPHA CHAIN, SMOOTH MUSCLE (HUMAN);.                                                                                                                                                                                                     ",TPM1,tropomyosin 1
Hsa.3256,Z35093,gene,1,NA,H.sapiens mRNA for SURF-1.,SURF1,SURF1 cytochrome c oxidase assembly factor
Hsa.15167,T77446,3' UTR,2a,113847,PUTATIVE SERINE/THREONINE-PROTEIN KINASE B0464.5 IN CHROMOSOME III (Caenorhabditis elegans),NA,NA
Hsa.10171,R70008,3' UTR,2a,142450,VASCULAR ENDOTHELIAL GROWTH FACTOR PRECURSOR (Rattus norvegicus),NA,NA
Hsa.11340,T59354,3' UTR,2a,75292,EBNA-2 NUCLEAR PROTEIN (Epstein-barr virus),NA,NA
Hsa.1480,X53004,gene,1,NA,H.sapiens PCR amplified genomic DNA for GPE (exon 1).,NA,NA
Hsa.2372,D16469,gene,1,NA,"Human mRNA for ORF, Xq terminal portion.                                                                                                                                                                                                             ",ATP6AP1,ATPase H+ transporting accessory protein 1
Hsa.216,U03100,gene,1,NA,"Human alpha2(E)-catenin mRNA, complete cds.                                                                                                                                                                                                           ",CTNNA1,catenin alpha 1
Hsa.2543,X57347,gene,1,NA,H.sapiens mRNA for HS1 protein.,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta
Hsa.3164,X84700,gene,1,NA,H.sapiens mRNA for leucocyte antigen CD97.,ADGRE5,adhesion G protein-coupled receptor E5
Hsa.21369,R09479,3' UTR,2a,127656,"DNA-DIRECTED RNA POLYMERASES I, II, AND III 8.3 KD POLYPEPTIDE (Saccharomyces cerevisiae)                                                                                                                                                  ",NA,NA
Hsa.1489,M73481,gene,1,NA,"Human gastrin releasing peptide receptor (GRPR) mRNA, complete cds.                                                                                                                                                                                  ",GRPR,gastrin releasing peptide receptor
Hsa.741,M62831,gene,1,NA,"Human transcription factor ETR101 mRNA, complete cds.                                                                                                                                                                                                 ",IER2,immediate early response 2
Hsa.1502,M32800,gene,1,NA,"Human MHC class I truncated HLA G mRNA, complete cds.                                                                                                                                                                                                ",HLA-G,"major histocompatibility complex, class I, G"
Hsa.14360,R39681,3' UTR,2a,24083,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Homo sapiens),NA,NA
Hsa.14360,R39681,3' UTR,2a,24083,EUKARYOTIC INITIATION FACTOR 4 GAMMA (Homo sapiens),NA,NA
Hsa.2317,Y00281,gene,1,NA,RIBOPHORIN I PRECURSOR (HUMAN);contains element TAR1 repetitive element ;.,RPN1,ribophorin I
Hsa.2634,X55005,gene,1,NA,Human c-erbA-1 mRNA for thyroid hormone receptor alpha.,THRA,thyroid hormone receptor alpha
Hsa.4251,T65438,3' UTR,2a,21650,PRE-MRNA SPLICING FACTOR SRP20 (Homo sapiens),NA,NA
Hsa.641,T79595,3' UTR,1,113670,"Human calmodulin (CALM1) gene, exons 2,3,4,5 and 6, and complete cds.                                                                                                                                                                         ",NA,NA
Hsa.3239,T78104,3' UTR,1,114499,"Human proline- arginine-rich end leucine-rich repeat protein PRELP mRNA, complete cds.                                                                                                                                                       ",NA,NA
Hsa.41322,X90858,gene,1,NA,H.sapiens mRNA for uridine phosphorylase.,UPP1,uridine phosphorylase 1
Hsa.1537,M36341,gene,1,NA,"Human ADP-ribosylation factor 4 (ARF4) mRNA, complete cds.                                                                                                                                                                                           ",ARF4,ARF GTPase 4
Hsa.25745,R27017,3' UTR,2a,132727,"DOPAMINE- AND CAMP-REGULATED NEURONAL PHOSPHOPROTEIN, DARPP-32 (Bos taurus)                                                                                                                                                                ",NA,NA
Hsa.3940,R23176,3' UTR,2a,131348,AMYLOID-LIKE PROTEIN 2 PRECURSOR (Homo sapiens),NA,NA
Hsa.1567,T54276,3' UTR,1,69195,PROTEASOME COMPONENT C13 (HUMAN).,NA,NA
Hsa.3067,X05276,gene,1,NA,Human mRNA for fibroblast tropomyosin TM30 (pl).,TPM4,tropomyosin 4
Hsa.692,M76378,gene,1,NA,"Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                ",NA,NA
Hsa.692,M76378,gene,1,NA,"Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                ",NA,NA
Hsa.692,M76378,gene,1,NA,"Human cysteine-rich protein (CRP) gene, exons 5 and 6.                                                                                                                                                                                                ",NA,NA
Hsa.9235,T47342,3' UTR,2a,70818,"PHOSPHOGLYCERATE MUTASE, BRAIN FORM (Homo sapiens)                                                                                                                                                                                           ",NA,NA
Hsa.465,U07695,gene,1,NA,"Human tyrosine kinase (HTK) mRNA, complete cds.                                                                                                                                                                                                       ",EPHB4,EPH receptor B4
Hsa.465,U07695,gene,1,NA,"Human tyrosine kinase (HTK) mRNA, complete cds.                                                                                                                                                                                                       ",EPHB4,EPH receptor B4
Hsa.465,U07695,gene,1,NA,"Human tyrosine kinase (HTK) mRNA, complete cds.                                                                                                                                                                                                       ",EPHB4,EPH receptor B4
Hsa.2884,X66141,gene,1,NA,H.sapiens mRNA for cardiac ventricular myosin light chain-2.,MYL2,myosin light chain 2
Hsa.2135,U21128,gene,1,NA,"Human lumican mRNA, complete cds.                                                                                                                                                                                                                    ",LUM,lumican
Hsa.1799,L20688,gene,1,NA,"Human GDP-dissociation inhibitor protein (Ly-GDI) mRNA, complete cds.                                                                                                                                                                                ",ARHGDIB,Rho GDP dissociation inhibitor beta
Hsa.17353,L00352,gene,1,NA,"Human low density lipoprotein receptor gene, exon 18.                                                                                                                                                                                               ",NA,NA
Hsa.2008,M81758,gene,1,NA,"Homo sapiens skeletal muscle voltage-dependent sodium channel alpha subunit (SkM1) mRNA, complete cds.                                                                                                                                               ",SCN4A,sodium voltage-gated channel alpha subunit 4
Hsa.22775,R40184,3' UTR,2a,27571,BETA-ADAPTIN (Homo sapiens),NA,NA
Hsa.3298,X13451,gene,1,NA,Human mRNA for lymphocyte lineage-restricted mb-1 membrane glycoprotein C-term. (m-mb-1 homolog.).,CD79A,CD79a molecule
Hsa.964,R39130,3' UTR,1,26585,S27965 HYPOTHETICAL PROTEIN - ;.,NA,NA
Hsa.6048,H87465,3' UTR,2a,252514,PRE-MRNA SPLICING FACTOR SRP75 (Homo sapiens),NA,NA
Hsa.3274,L41268,gene,1,NA,"Homo sapiens natural killer-associated transcript 2 (NKAT2) mRNA, complete cds.                                                                                                                                                                      ",KIR2DL3,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3"
Hsa.2985,X69550,gene,1,NA,H.sapiens mRNA for rho GDP-dissociation Inhibitor 1.,ARHGDIA,Rho GDP dissociation inhibitor alpha
Hsa.1726,H24030,3' UTR,1,51695,S40237 CHAPERONIN - ;.,NA,NA
Hsa.773,H40095,3' UTR,1,175181,MACROPHAGE MIGRATION INHIBITORY FACTOR (HUMAN);.,NA,NA
Hsa.550,L20422,gene,1,NA,"Human 14-3-3n protein mRNA, complete cds.                                                                                                                                                                                                             ",YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
Hsa.2390,X02750,gene,1,NA,Human liver mRNA for protein C.,PROC,"protein C, inactivator of coagulation factors Va and VIIIa"
Hsa.7852,R01755,3' UTR,2a,124172,TRANSTHYRETIN PRECURSOR (Homo sapiens),NA,NA
Hsa.3926,T61599,3' UTR,2a,78074,PROTEIN TRANSLATION FACTOR SUI1 HOMOLOG (Arabidopsis thaliana),NA,NA
Hsa.2513,D13627,gene,1,NA,"Human mRNA for ORF, complete cds.                                                                                                                                                                                                                    ",CCT8,chaperonin containing TCP1 subunit 8
